source_language,target_language,source,reference,doc_id,client_id,sender
fr,en,j'en avais lu 2,I had read 2,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
fr,en,je n'ai aucun livre qui ne provient pas de #PRS_ORG# mais je n'arrive pas à entrer sur mon compte #PRS_ORG# sur internet #PRS_ORG#.comje ne comprend pas pourquoi.,"I have no book that does not come from #PRS_ORG# but I cannot enter my #PRS_ORG# account on the internet #PRS_ORG#.com, I do not understand why.",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,"In order to access the account, you would need to use the #PRS_ORG# login option, with your #PRS_ORG# credentials, please.","Veuillez utiliser l'option de connexion #PRS_ORG#, avec vos identifiants #PRS_ORG#, afin d'accéder au compte.",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,How is it going?,Comment ça se passe ?,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,je n'ai pas continuer.,I do not have to go on.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
fr,en,je me suis deconnectée et je tombe sur se connecter ou creer un compte,I logged out and I come across login or create an account,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,Are you getting an error message?,Recevez-vous un message d'erreur ?,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,non,no,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
fr,en,on me dit qu'il n'y a pasde compte,I am told that there is no account,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
fr,en,j'avais cliqué sur se connecter,I had clicked on connect,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,"Could you go to More sign in options and then select #PRS_ORG#, please?","Pourriez-vous aller à Plus d'options de connexion et ensuite sélectionner #PRS_ORG#, s'il vous plaît ?",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,nonpas de compte.,No account.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
fr,en,j'avaispourtant bien verifié mon adresse mel dans le compte et viens de changer mon mot de passe #PRS_ORG#,"however, I have verified my address e-mail in the account and just changed my #PRS_ORG# password",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,And are you able to access in the #PRS_ORG# portal with those credentials?,Et pouvez-vous accéder au portail #PRS_ORG# avec ces informations d'identification ?,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,je suis sur #NAME# sur le compte #PRS_ORG# ...,I am on #NAME# on the account #PRS_ORG#...,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
fr,en,mais je pense en avoir un car j'ai une carte #PRS_ORG#,but I think I have one because I have a #PRS_ORG# card,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,Please check if you can access on the #PRS_ORG# portal.,Veuillez vérifier si vous pouvez accéder au portail #PRS_ORG#.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,en fait si je tape mes infos on me remet sur #NAME# mon mari,"in fact, if I type my info, I get back on #NAME# my husband",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,I couldn't fully understand your last message.,Nous n'avons pas pu comprendre tout à fait votre dernier message.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,"Could you rephrase it, please?","Pourriez-vous la reformuler, s'il vous plaît ?",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,I couldn't fully understand your last message.,Nous n'avons pas pu comprendre tout à fait votre dernier message.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,"Could you rephrase it, please?","Pourriez-vous la reformuler, s'il vous plaît ?",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,quand je tape #ALPHANUMERIC_ID# etc mes identifiants #PRS_ORG# ouvre sa page sur #NAME# et non sur #NAME#,When I type #ALPHANUMERIC_ID# etc my #PRS_ORG# credentials opens his page on #NAME# and not on #NAME#,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,I see.,Nous voyons.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,"In this case, we have two options:","Dans ce cas, nous avons deux options :",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,Yo can create a new account so I can transfer the audiobooks.,"Vous pouvez créer un nouveau compte, pour transférer les livres audios.",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,Or we could escalate the case to generate a #PRS_ORG# login option so that you don't have to use #PRS_ORG#.,Ou nous pourrions transmettre le dossier pour créer une option de connexion #PRS_ORG# afin que vous n'ayez pas à utiliser #PRS_ORG#.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,oui mon compte etait lié à orange en fait pas à #PRS_ORG# et je ne suis plus sur orange,"yes, my account was linked to Orange, not to #PRS_ORG#, and I'm no longer on Orange",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
fr,en,vous faites ce qui sera le plus simple.,please do the simplest thing.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
fr,en,merci,thank you,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,The fastest option is to create a new account.,L'option la plus rapide consiste à créer un nouveau compte.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,"Once you create it, you can let me know so I can transfer the audiobooks.","Une fois que vous l'avez créé, vous pouvez m'en informer afin que je puisse transférer les livres audios.",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,sur #PRS_ORG# ?,about #PRS_ORG#?,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,"Yes, on #URL# please.","Oui, sur #URL#, s'il vous plaît.",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,How is it going?,Comment cela se passe-t-il ?,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,on me demande si je je souhaite me connecter avec l'adresse mel associée à un compte #PRS_ORG#.,I'm being asked if I would like to login using the email address linked with a #PRS_ORG# account.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
fr,en,si je dis oui ça ne marche pas si je tape plus d'option et tape #PRS_ORG# on me renvoit sur #PRS_ORG#.,"if I say yes, it doesn't work; if I tap on more options and tap #PRS_ORG#, it directs me to #PRS_ORG#.",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
fr,en,je vais prendre une autre adresse mel !,I'll use another email address!,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,"Yes, please try another e-mail address.","Oui, veuillez essayer une autre adresse e-mail.",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,How is it going?,Où en êtes-vous ?,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,voilà c'est fait !,done!,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,Great news!,Bonne nouvelle !,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,What is the e-mail address for the new account?,Quelle est l'adresse e-mail du nouveau compte ?,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,#EMAIL#,#EMAIL#,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,Thank you.,Merci !,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,"Just to confirm, have you made any purchase from that account?","Juste pour confirmer, avez-vous effectué un achat à partir de ce compte ?",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,Non,No,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,Thank you.,Merci !,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,I just processed the library merge.,Je viens de traiter la fusion de la bibliothèque.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,"You would just need to sync to see the audiobooks, please.",Veuillez simplement synchroniser pour voir les livres audios.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,Do you see the audiobooks correctly?,Voyez-vous les livres audios correctement ?,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,oui je vous remercie !,"yes, thank you!",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
fr,en,je vaisles telecahrger,I'll upload them now,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,You're welcome.,Je vous en prie.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,I'm glad we could solve it.,Je suis content que nous ayons pu résoudre cela.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,"At the moment, is there anything else I can help you with?","Pour le moment, y a-t-il autre chose que je puisse faire pour vous aider ?",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,merci beaucoup vous avez été remarquable !,"thank you so much, you've been great!",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,customer
en,fr,"Thank you very much, and you're welcome!","Merci beaucoup, et de rien.",en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,I'm glad I could help.,Je suis heureux d'avoir pu vous aider !,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,"For now, that would be all from my side.",Ce sera tout pour moi pour l'instant.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
en,fr,Have a very good day.,Passez une très bonne journée.,en_fr_#CLIENT-02#_default020-12-20-64,#CLIENT-02#,agent
fr,en,"bonjour, je ne recois pas le lien pour réinitialiser mon mot de passe oublié.","Hello, I can't get the link to reset my forgotten password.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
fr,en,Ce problème persiste depuis hier.,This problem has persisted since yesterday.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,"Thank you for contacting #PRS_ORG#, can you please provide the email address of your #PRS_ORG# account?",Merci d'avoir contacté #PRS_ORG#. Pourriez-vous fournir l'adresse email de votre compte #PRS_ORG# ?,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,#EMAIL#,#EMAIL#,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,Thank you,Je vous remercie.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,"For security purposes, can you please confirm either the date of your most recent purchase or the title of one of the ebooks/audiobooks in your account?","Pour des raisons de sécurité, pouvez-vous confirmer la date de votre achat le plus récent ou le titre de l'un des eBooks/livres audio sur votre compte ?",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,c'est pour notre mère de 87 ans qui a cassé son ancienne tablette et nous lui avons acheté une nouvelle tablette; elle a lu ces derniers temps : les 7 soeurs et la jeune fille de la nuit.,It's for our 87-year-old mother who broke her old tablet. We bought her a new tablet; she's been reading lately: The 7 sisters and the girl of the night.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
fr,en,"Le livre de #NAME#, de #NAME#","The book by #NAME#, by #NAME#",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,Thank you for this information,Merci pour ces informations.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,I will be more than happy to assist you.,Je me ferai un plaisir de vous aider.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,"One moment , please let me check your account","Un instant, laissez-moi examiner votre compte.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,merci,Thank you.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,"Thank you for waiting, I just found the issue.","Merci d'avoir attendu, je viens de trouver le problème.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,Super !,Great.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,Your login option is #PRS_ORG#.,Votre option de connexion est #PRS_ORG#.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,"This means that if you need to reset your password, you need to do it from the #PRS_ORG# website","Cela signifie que si vous devez réinitialiser votre mot de passe, vous devez le faire à partir du site Web #PRS_ORG#.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,"Then use the new password to login in #PRS_ORG# account, but  using #PRS_ORG# as login option","Ensuite, utilisez le nouveau mot de passe pour vous connecter au compte #PRS_ORG#, mais en utilisant #PRS_ORG# comme option de connexion.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,je vais donc sur le site de la #PRS_ORG# et suis les indications ?,"So, I access the #PRS_ORG# site and follow the instructions?",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,"yes, please","Oui, s'il vous plaît.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,"Type your email address and click on ""Forgot my password""",Saisissez votre adresse e-mail et cliquez sur « Mot de passe oublié ».,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,"OK, merci bcp, j'#URL# vous souhaite une bonne soirée et de bonnes fêtes de fin d'année à vous et vos proches.","Ok, thank you very much. I #URL# wish you and your loved ones a good evening and happy holidays in this new year.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,"Thank you, have happy holidays too.","Merci, bonnes fêtes à vous aussi.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,Is there anything else I can help you with?,Y a-t-il autre chose que je puisse faire pour vous aider ?,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,"je vais sur le compte #PRS_ORG#.....si ca marche : notre Mammie sera au Anges, et déjà elle vous remercie.","I go to the #PRS_ORG# account... if it works: Our Mammie will be ecstatic, and already she thanks you.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,Excellent!,Excellent !,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,Do you have any other question?,Avez-vous d'autres questions ?,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,It seems that you're not online anymore.,Il semble que vous ne soyez plus en ligne.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,Don't worry.,Ne vous inquiétez pas.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,I'm glad to know it was solved.,Je suis heureux de savoir que cela a été résolu.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,Happy Holidays for you too,Bonnes fêtes à vous aussi.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,je ne trouve pas sur le site #PRS_ORG# où poser ma question mot de passe oublié,"On the #PRS_ORG# site, I can't see where I can ask for my forgotten password.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,"Thank you for letting me know, one moment, please","Merci de me l'avoir dit, un instant s'il vous plaît.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,please try this link,Veuillez essayer ce lien.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,use a different tab in order to don't lose connection,Utilisez un onglet différent pour ne pas perdre la connexion.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,Ok j'essaie.,"Ok, I'll try.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
fr,en,merci,Thank you.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,You're welcome.,Je vous en prie.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,How was it?,Comment cela s'est passé ?,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,le lien n'apparait pas dans le message de la #PRS_ORG#,The link does not appear in the #PRS_ORG# message,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,Let's try together.,Essayons ensemble.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,#ERROR!,#ERROR!,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,"in the Link I sent you, please type your email address","Dans le lien que je vous ai envoyé, veuillez taper votre adresse e-mail.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,Then select login,Puis sélectionnez la connexion.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,How is it going?,Comment cela se passe-t-il ?,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,J'essaie,I'll try.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
fr,en,"Ca , ca marche.",It works.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
fr,en,j'ai donné un nouveau code et là sur la liseuse il m'est répondu compte introuvable.,"I inserted a new code, and on the reader I got the answer: account not found.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,"Don't worry, please try again.","Ne vous inquiétez pas, veuillez réessayer.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,but select #PRS_ORG# as login option,Mais sélectionnez #PRS_ORG# comme option de connexion.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,ou puis je trouver les options de connexion ?,Where can I find the sign-in options?,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
fr,en,J'ai trouvé,I found them.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,"under the sign in button, you'll see ""More sign in options""","Sous le bouton de connexion, vous verrez « Plus d'options de connexion ».",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,"After tap there, you'll see #PRS_ORG# option","Après avoir appuyé sur cela, vous verrez l'option #PRS_ORG#",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,Merci beaucoup;Je pense que c'est bon.,Thank you very much; I think it's good.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
fr,en,"je fais valider par #PRS_ORG#, merci.","I have validated with #PRS_ORG#, thank you.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,"Perfect, so is the problem solved?","Parfait, le problème est-il donc résolu ?",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,Are you still online?,Etes-vous toujours en ligne ?,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,TOPISSIME !,TOPISSIME!,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
fr,en,Ca marche !,It works!,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
fr,en,"un immense merci d'avoir eu la patience de m'aider, merci de la part de #PRS_ORG#: elle va pouvoir reprendre ses lectures.","A huge thank you for having had the patience to help me, thank you from #PRS_ORG#: She will be able to resume her readings.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
fr,en,"je répondrai à votre questionnaire, mais d'ores et déjà vous êtes  SUPER.","I will reply to your questionnaire, but you are already SUPER.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,"Thank you, I really appreciate it.","Merci, je vous en suis très reconnaissant.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
en,fr,Happy Holidays for you.,Bonnes vacances à vous.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,"Bonne soirée, profitez bien de la fin d'année....et puis, restez comme cela pour aider les autres.","Good evening, enjoy the end of the year.... and stay like that to help others.",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
fr,en,Bises.Grosses bises.,Thank you.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
fr,en,le sondage arrive ou?,The survey arrives or?,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,"Yes, in a couple of minutes after we end our chat","Oui, quelques minutes après la fin de notre discussion",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,Sur la boite mail ?,On the mailbox?,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,"Yes, on your #URL# email","Oui, sur votre email #URL#",en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,Votre nom est bien #NAME# ?,Your name is #NAME#?,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
fr,en,pour répondre au questionnaire.,To answer the questionnaire.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
en,fr,YEs,Oui,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,agent
fr,en,Ce sera fait.,This will be done.,en_fr_#CLIENT-02#_default020-12-20-59,#CLIENT-02#,customer
fr,en,"Bonjour, je n'arrive pas à télécharger mes livres empruntés à la médiathèque","Hello, I can't download my borrowed books from the media library",en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,customer
fr,en,#EMAIL#,#EMAIL#,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,customer
fr,en,orgueil et préjugés,pride and prejudice,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,customer
en,fr,Thank you!,Je vous remercie.,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,I will be more than happy to assist you.,Je serai ravi de vous aider.,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,Please allow me a few moments to verify your information,Veuillez m'accorder quelques instants pour vérifier vos informations,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,"To try and fix that problem, please follow these instructions:","Pour essayer de résoudre ce problème, veuillez suivre ces instructions :",en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,"First, connect your #PRS_ORG# device to the #PRS_ORG# desktop app to update it.","Tout d'abord, connectez votre appareil #PRS_ORG# à l'application #PRS_ORG# pour ordinateur afin de le mettre à jour.",en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,"If you need the steps, please try the following link: #URL#","Si vous avez besoin des étapes, veuillez suivre le lien suivant : #URL#",en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,Then please try the repair account in your device.,Veuillez ensuite essayer de réparer le compte de votre appareil.,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,"This  option refreshes all your ebooks and resolves issues like missing  ebooks, downloading errors or if something is not working properly in  your #PRS_ORG# account.","Cette option met à jour tous vos eBooks et résout des problèmes comme des eBooks manquants, des erreurs de téléchargement ou si quelque chose ne fonctionne pas correctement dans votre compte #PRS_ORG#.",en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,Follow these instructions to sync repair.,Suivez ces instructions pour synchroniser la réparation.,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,You'll need access to an active Wi-Fi connection before you start.,Vous aurez besoin d'accéder à une connexion Wi-Fi active avant de commencer.,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,If you have a #PRS_ORG# eReader:,Si vous avez une liseuse #PRS_ORG# :,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,1,1,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,Go to your Home screen.,Allez sur votre écran d'accueil.,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,2,2,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,Tap on settings,Appuyez sur « Paramètres ».,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,3,3,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,"Tap on the option ""device information""",Appuyez sur l'option « Information sur l'appareil ».,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,4,4,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,Tap on repair,Appuyez sur « Réparer ».,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,5,5,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,Tap on repair now,Appuyez sur « Réparer maintenant ».,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,Then:,Ensuite :,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,1,1,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,Open #PRS_ORG#.,Ouvrez #PRS_ORG#.,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,"Deauthorize both, your ereader and your computer.",Annuler l'autorisation à la fois de votre liseuse et de votre ordinateur.,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,Close #NAME#.,Fermez #NAME#.,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,2,2,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,"Then open #PRS_ORG#, re-authorize the computer and the ereader using an #PRS_ORG# ID.","Ouvrez ensuite #PRS_ORG#, autorisez à nouveau l'ordinateur et la liseuse à l'aide d'un identifiant #PRS_ORG#.",en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,Close the program.,Fermez le programme.,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,3,3,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,"Delete all the files from the ebooks of your computer, ever from the recycle bin.","Supprimez tous les fichiers des eBooks de votre ordinateur, même de la corbeille.",en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,You'll have to request your library to reset the #PRS_ORG# license of the ebook and request a new copy of the ebook,Vous devrez demander à votre bibliothèque de réinitialiser la licence #PRS_ORG# de l'eBook et demander une nouvelle copie de l'eBook.,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,4,4,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,Please open #PRS_ORG# again and you are supposed to be able to download the book to your computer and then copy it to the device.,"Veuillez ouvrir à nouveau #PRS_ORG#, vous devriez être en mesure de télécharger le livre sur votre ordinateur, puis de le copier sur l'appareil.",en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,5,5,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
en,fr,Then verify if it can be open in your reader,"Ensuite, vérifiez s'il peut être ouvert dans votre liseuse.",en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,agent
fr,en,Je vais essayer de faire ça,I'll try to do that,en_fr_#CLIENT-02#_default020-12-27-16,#CLIENT-02#,customer
